"datetime","machineID","volt","rotate","pressure","vibration"
2015-01-01 06:00:00,2,176.558913227898,424.624162077636,76.0053324677532,43.7670485187174
2015-01-01 07:00:00,2,158.282044122302,432.372960269206,110.907805671564,37.2671135648541
2015-01-01 08:00:00,2,168.242027896861,454.62963890426,97.8770065573663,39.7094613236467
2015-01-01 09:00:00,2,180.280316424287,438.391022449411,84.4404301003742,40.4904426314961
2015-01-01 10:00:00,2,169.71953092247,473.055663565466,110.395683364727,41.2295779775591
2015-01-01 11:00:00,2,191.257247073256,369.73879176279,101.223450877574,45.6165425800464
2015-01-01 12:00:00,2,186.28297719768,483.698416271994,115.061863258986,50.6905610630683
2015-01-01 13:00:00,2,179.367188376588,450.943961212483,94.3780192123896,38.6848154047202
2015-01-01 14:00:00,2,168.8937822513,494.876313074092,101.910021837529,34.5666806088007
2015-01-01 15:00:00,2,158.59579721122,427.282618992978,92.4701627777571,32.1602322458897
2015-01-01 16:00:00,2,165.754394406778,457.28267638319,108.007372520225,46.9805271804054
2015-01-01 17:00:00,2,194.108212914784,400.101296182334,108.837258148737,43.5632986139493
2015-01-01 18:00:00,2,153.540805969255,422.97836063282,99.8548197894796,38.07705876231
2015-01-01 19:00:00,2,193.13922280003,404.558708312142,107.895507080782,40.0898050119238
2015-01-01 20:00:00,2,168.086227554569,543.802539523488,91.5126812293112,39.4002354253096
2015-01-01 21:00:00,2,169.370358815442,392.525889875344,100.752167380243,47.0205971243508
2015-01-01 22:00:00,2,179.050448610047,465.51169240054,113.391190125557,45.0829566179835
2015-01-01 23:00:00,2,166.769102307984,477.226984572823,98.1934793028173,41.5160097105484
2015-01-02 00:00:00,2,173.11803740298,469.713998866151,93.7245325908349,48.2731302913623
2015-01-02 01:00:00,2,176.251586168664,447.756449440674,86.8003527864561,43.2683401010367
2015-01-02 02:00:00,2,168.476946540826,480.866522062358,84.1927119546415,47.3568354995825
2015-01-02 03:00:00,2,163.198451256278,388.511217171693,83.2576185045826,41.6012553503643
2015-01-02 04:00:00,2,154.433801219899,381.774915384706,94.3671177466029,44.4603710113746
2015-01-02 05:00:00,2,167.528716167812,445.072300938008,81.4061199296891,36.4160440385576
2015-01-02 06:00:00,2,170.757362099303,493.718292289482,93.2376049805357,31.6056974944906
2015-01-02 07:00:00,2,167.889656956042,464.605077873959,105.435715077237,40.0320977584728
2015-01-02 08:00:00,2,150.379625242098,518.272511965063,103.012690698384,39.5000990748357
2015-01-02 09:00:00,2,168.407725627067,327.631951602284,105.760845574728,31.2426415433712
2015-01-02 10:00:00,2,181.673668994628,393.063952780598,84.85141394564,39.8584860610685
2015-01-02 11:00:00,2,175.099468509818,370.842829163154,99.7196941373819,46.4218802184752
2015-01-02 12:00:00,2,173.777498849981,411.906708806667,103.52170291255,49.9323702629179
2015-01-02 13:00:00,2,159.152397947372,456.385006520867,118.256667630728,36.4448588443208
2015-01-02 14:00:00,2,199.119692125385,505.09581577282,103.499362023308,30.6928664782915
2015-01-02 15:00:00,2,153.842912417941,427.434308642474,94.0086322412115,42.8144613055698
2015-01-02 16:00:00,2,174.429435578728,416.332896728691,103.042203622027,47.3380758441728
2015-01-02 17:00:00,2,162.83245658849,523.316268841133,87.0784358290219,44.8422362019391
2015-01-02 18:00:00,2,184.926550147879,511.154062835447,76.8898546767498,44.3492172865316
2015-01-02 19:00:00,2,175.831593791853,483.323570024768,105.385876917192,36.6633530833771
2015-01-02 20:00:00,2,172.998398621348,438.48166023907,90.5171840571722,33.8271687621044
2015-01-02 21:00:00,2,175.519710992531,519.346290102561,93.381758198793,44.1590009314439
2015-01-02 22:00:00,2,168.058559524352,437.28836514123,93.8649432895472,40.7879532608956
2015-01-02 23:00:00,2,154.083877412965,475.155439260064,97.6888181906791,38.2192984448511
2015-01-03 00:00:00,2,157.254439907861,590.135605422455,97.41233616404,31.6288417415867
2015-01-03 01:00:00,2,160.976274467972,448.384890204204,92.7501680965573,42.8641322982518
2015-01-03 02:00:00,2,174.959170922857,472.820515977785,104.05229269716,37.1957617406084
2015-01-03 03:00:00,2,155.565284688797,380.977574244686,93.4654662786868,47.8501420131929
2015-01-03 04:00:00,2,169.97845554716,481.066324994972,84.7810192837317,35.7340856293035
2015-01-03 05:00:00,2,181.123465491145,411.58198685239,103.435548879537,41.3345899501614
2015-01-03 06:00:00,2,184.692397354089,456.482378215079,99.0716689754901,42.6736194674069
2015-01-03 07:00:00,2,159.23943748795,505.78185706715,102.452897415716,35.3224518220514
2015-01-03 08:00:00,2,200.847474398121,398.180586697409,122.457051410002,42.7890401926349
2015-01-03 09:00:00,2,187.326387355351,446.056629877944,106.511754907986,40.1316837013854
2015-01-03 10:00:00,2,182.845322348165,434.213547802421,109.255551782817,43.1628893896256
2015-01-03 11:00:00,2,185.159922219395,438.714139641976,98.8421070683068,37.6269033414116
2015-01-03 12:00:00,2,182.836896028157,481.135211274941,112.835998017987,41.3067717732968
2015-01-03 13:00:00,2,189.565970838723,448.611666274332,105.873487953095,40.1395334103282
2015-01-03 14:00:00,2,186.553273450077,405.914831178581,103.753964879327,41.5168536980839
2015-01-03 15:00:00,2,169.531631364704,449.884513083423,95.4589843044052,45.0414348791392
2015-01-03 16:00:00,2,162.876015082643,440.14090618668,91.8239603960209,40.5188760202353
2015-01-03 17:00:00,2,155.209532681705,471.339875249769,97.903265154507,34.7583446367767
2015-01-03 18:00:00,2,184.613446798244,502.165926126154,100.710161223842,38.5842259050335
2015-01-03 19:00:00,2,170.881591135959,473.903263465652,118.741710799813,28.2270931738553
2015-01-03 20:00:00,2,177.030826214766,508.450846218005,92.2085160625053,36.9838350147444
2015-01-03 21:00:00,2,170.923404879823,389.525534764562,103.538899077472,43.8590808362369
2015-01-03 22:00:00,2,188.667321441939,438.859057249592,99.5609216608216,50.2808494785388
2015-01-03 23:00:00,2,194.227826753897,415.942134298001,93.7900562950335,39.4930929432678
2015-01-04 00:00:00,2,166.504493052656,539.711267820187,111.351237594234,43.693107196216
2015-01-04 01:00:00,2,182.760822369905,463.095713791532,102.946278283849,41.9530655757099
2015-01-04 02:00:00,2,199.681399726619,433.424488334312,104.441774524965,42.0267337849164
2015-01-04 03:00:00,2,179.815977572296,431.376643936469,85.5006230381058,37.9869805605318
2015-01-04 04:00:00,2,175.400497183442,406.022977551278,103.270413840891,33.144591066567
2015-01-04 05:00:00,2,157.436637798272,495.56830378896,102.419677037563,43.0215463878186
2015-01-04 06:00:00,2,170.440569623359,485.321197197718,100.375913846494,41.5106747464341
2015-01-04 07:00:00,2,168.754272456389,380.926840746514,124.248891965453,40.8858958419141
2015-01-04 08:00:00,2,148.504274644277,472.218033240486,119.392916424565,38.2843835977003
2015-01-04 09:00:00,2,160.881247006578,480.772229877761,94.598311633571,34.3253071299135
2015-01-04 10:00:00,2,161.150597911653,445.923731198381,119.472693183335,54.3228247769706
2015-01-04 11:00:00,2,171.904985253177,442.84225103764,91.8660892337303,44.0541387526262
2015-01-04 12:00:00,2,177.055120147513,440.601960517191,101.909738995882,41.964237444661
2015-01-04 13:00:00,2,158.089312779774,464.486108682619,108.628835426845,43.896444051041
2015-01-04 14:00:00,2,187.051680254315,448.657396880051,85.237297262523,47.9546756168912
2015-01-04 15:00:00,2,165.841935066133,387.451332310648,99.8001545784459,35.1376310055806
2015-01-04 16:00:00,2,179.707308544698,496.856027820679,104.146163382091,37.7939049502239
2015-01-04 17:00:00,2,184.286302061113,551.918212918143,95.6523810285289,43.5796581877954
2015-01-04 18:00:00,2,181.54357887185,473.520962805552,109.426628464146,36.4222467189475
2015-01-04 19:00:00,2,150.606263411051,427.517636389286,89.5490566852875,44.7798203672405
2015-01-04 20:00:00,2,171.268287702325,466.513284477033,94.5685295858366,34.9659248799985
2015-01-04 21:00:00,2,172.92729302038,423.104622972604,89.1729342504987,41.1435640072804
2015-01-04 22:00:00,2,193.515676737137,423.341992440292,97.252444198776,33.2465184232274
2015-01-04 23:00:00,2,173.261317833456,349.744881339359,100.208760281238,35.359828441791
2015-01-05 00:00:00,2,171.191983369142,486.96783640236,108.02755180422,40.7516960360489
2015-01-05 01:00:00,2,157.630503919379,509.856638291027,99.3964651159604,50.026561589042
2015-01-05 02:00:00,2,197.546042864393,389.286910167262,79.0136146903775,36.8282959001285
2015-01-05 03:00:00,2,155.842176349746,417.131103951952,110.647933462116,48.2163774952885
2015-01-05 04:00:00,2,187.686106693482,408.955017526491,96.458565226186,41.5088188498337
2015-01-05 05:00:00,2,162.038610733329,459.681285073573,99.6211981512778,42.6416113564974
2015-01-05 06:00:00,2,165.543760714141,538.233641593732,112.33344654415,44.4984924679466
2015-01-05 07:00:00,2,193.408563647554,527.044112806917,91.2773913032168,45.2305979760078
2015-01-05 08:00:00,2,191.773139221754,469.370638460073,107.229360046115,46.3558217692221
2015-01-05 09:00:00,2,160.085096735009,471.073163399626,94.2911245055222,38.3630364861748
2015-01-05 10:00:00,2,153.789043458238,409.477064643211,112.454661822525,39.5421362859283
2015-01-05 11:00:00,2,157.353700224057,460.303137973919,96.6921618925567,45.1385085412861
2015-01-05 12:00:00,2,196.143208362063,357.941510796167,114.596161602881,37.7444471065241
2015-01-05 13:00:00,2,161.715627967824,557.69844647185,97.6642392615981,40.669481226241
